programme,year,section,venue,faculty,day,period,time,subject,rotation_venues
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,THU,4,11:10-12:00,21ECE401T,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,THU,5,12:40-1:30,21ECC302T,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,THU,6,1:30-2:20,21ECP302L,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,THU,7,2:20-3:05,,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,THU,8,3:05-3:50,,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,FRI,1,8:30-9:20,21CSS303T,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,FRI,2,9:20-10:10,21ECC304T,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,FRI,3,10:20-11:10,21ECC322L,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,FRI,4,11:10-12:00,,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,FRI,5,12:40-1:30,1LEM302T,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,FRI,6,1:30-2:20,LIB,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,FRI,7,2:20-3:05,,
ECE,III Year,ECE 3A,Block III - 301,Mrs.M.Aarthi Elaveini,FRI,8,3:05-3:50,,
